referenznummer,titel,hauptberuf,firma,vollzeit,verguetungsangabe,festgehalt,gehaltsspanne_von,gehaltsspanne_bis,plz,ort,strasse,veroeffentlicht_am,eintritt_von,entfernung_km,quereinstieg_geeignet
10001-1002842378-S,Berufskraftfahrer (m/w/d),Berufskraftfahrer/in,Office People GmbH Niederlassung Ludwigsfelde Personaldienstleistungen,True,KEINE_ANGABEN,,,,13053,Berlin,,2026-03-27,2026-07-01,7,
12016-10004757038-S,Kraftfahrer - Textilien (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.0,,,10245,Berlin,,2026-06-30,2026-06-30,3,False
12032-R623DC221-S,LKW-Fahrer mit Ladekran gesucht! (m/w/d),Berufskraftfahrer/in,DIEPA GmbH Filiale Berlin Südost,True,KEINE_ANGABEN,,,,12347,Berlin,,2026-06-27,2026-06-27,7,False
10000-1206298372-S,Berufskraftfahrer (m/w/d),Berufskraftfahrer/in,Tempton Personaldienstleistungen GmbH,True,KEINE_ANGABEN,,,,13088,Berlin,,2026-04-24,2026-07-08,6,False
10001-1003409106-S,Fahrer für Tagespflegeeinrichtung in Birkenwerder (m/w/d) (Minijob),Busfahrer/in,domino Altenpflege gGmbH,,STUNDENLOHN,13.9,,,16547,Birkenwerder,Erich-Mühsam-Str.,2026-07-20,2026-07-20,22,
12032-R623DC2E1-S,LKW-Fahrer mit Ladekran gesucht! (m/w/d),Berufskraftfahrer/in,DIEPA GmbH Filiale Berlin Südost,True,KEINE_ANGABEN,,,,12347,Berlin,,2026-06-26,2026-06-26,7,False
10001-1003301824-S,Kraftfahrer/in (m/w/d),Berufskraftfahrer/in,Lange & Co. GmbH Flüssiggasversorgung,True,KEINE_ANGABEN,,,,13156,Berlin,Wackenbergstraße,2026-06-29,2026-06-29,8,
10000-1206874310-S,Minijob / Fahrer & Hausmeister(m/w/d),Servicefahrer/in,AST Camper GmbH,False,KEINE_ANGABEN,,,,10365,Berlin,Siegfriedstr.,2026-06-17,2026-07-16,5,False
10000-1206336025-S,Kraftfahrer/in (m/w/d),Berufskraftfahrer/in,Tülay Tepeli,True,KEINE_ANGABEN,,,,12169,Berlin,Südendstr.,2026-04-28,2026-06-29,9,
12016-10004825079-S,Fahrer - Kfz-Reparaturen - Vollzeit m/w/d,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,16.82,,,10178,Berlin,,2026-07-09,2026-07-12,2,False
12016-10004773853-S,Berufskraftfahrer Abwasserentsorgung Frühschicht (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10179,Berlin,,2026-07-02,2026-07-04,1,False
10001-1003128386-S,Werkstudent (M/W/D) Fahrer für Fahrzeug-Überführung,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),Logiston GmbH,False,STUNDENLOHN,13.9,,,10249,Berlin,,2026-05-26,2026-06-11,2,True
11852-954991873-S,Kraftfahrer (m/w/d) für den Nahverkehr,Berufskraftfahrer/in,TimePartner Personalmanagement GmbH,,STUNDENLOHN,,16.69,17.65,12167,Berlin,,2026-07-20,2026-07-23,9,False
10000-1206935763-S,Service-Fahrer mit Führerschein C/CE (m/w/d),Berufskraftfahrer/in,Testorp Textilpflege GmbH & Co KG  ,True,KEINE_ANGABEN,,,,12359,Berlin,Haarlemer Str.,2026-06-23,2026-07-21,7,True
10001-1002612368-S,Berufskraftfahrer (m/w/d),Berufskraftfahrer/in,staff heroes consulting GmbH,True,STUNDENLOHN,,18.5,20.0,10589,Berlin,,2026-02-17,2026-07-20,8,
14385-203-2600034-26-S,Lkw-Fahrer Fernverkehr (m/w/d) ,Botenfahrer/in,ARWA Personaldienstleistungen GmbH,True,JAHRESGEHALT,,33600.0,42000.0,12277,Berlin,,2026-07-16,2026-07-16,11,False
12016-10004913509-S,Berufskraftfahrer - Pflanzen (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-21,2026-07-25,7,False
16908-105999X339591-S,Berufskraftfahrer (m/w/d),Berufskraftfahrer/in,BarteltGLASBerlin GmbH,True,KEINE_ANGABEN,,,,12277,Berlin,,2026-06-17,2026-07-21,11,False
10000-1206624053-S,LKW Fahrer (m/w/d) Coca-Cola Sommerprojekt,Berufskraftfahrer/in,FLZR GmbH,False,KEINE_ANGABEN,,,,13086,Berlin,Streustr.,2026-07-10,2026-07-10,5,True
12016-10004757022-S,Berufskraftfahrer / Fahrer (m/w/d) bezahlter Urlaub,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-06-30,2026-07-04,7,False
12016-10004923679-S,Berufskraftfahrer (m/w/d) - Getränke - Berlin/VZ!,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12059,Berlin,,2026-07-22,2026-07-22,4,False
12032-R622C12B1-S,LKW-Fahrer – Umzüge leicht gemacht! (m/w/d),Berufskraftfahrer/in,DIEPA GmbH Filiale Berlin Südost,True,KEINE_ANGABEN,,,,13088,Berlin,,2026-07-15,2026-07-15,6,False
10001-1002898368-S,Berufskraftfahrer/In,Berufskraftfahrer/in,Andreas Berg Ents.- Abbr.- u. Erdbau GmbH & Co. KG,True,KEINE_ANGABEN,,,,13156,Berlin,Buchholzer Str.,2026-04-10,2026-07-15,9,True
12857-11209096-S,Ausbildung Berufskraftfahrer/-in (m/w/d) in 2026,Berufskraftfahrer/in,Deutsche Post DHL,True,KEINE_ANGABEN,,,,10178,Berlin,,2026-07-09,2026-09-01,2,False
15772-ixECpCZI-S,Berufskraftfahrer (m/w/d) im Nahverkehr,Berufskraftfahrer/in,BAUKING GmbH,True,KEINE_ANGABEN,,,,10829,Berlin,Werdauer Weg,2026-07-16,2026-07-16,7,False
10000-1206302209-S,Kraftfahrer (m/w/d) im Nahverkehr,Berufskraftfahrer/in,Project Phoenix Personaldienstleistungen GmbH,True,STUNDENLOHN,,17.65,20.0,,Berlin,,2026-04-27,2026-08-03,3,True
10000-1204872105-S,LKW-Fahrer mit Tragtätigkeit (m/w/d),Berufskraftfahrer/in,Alfred Borkowski GmbH,True,KEINE_ANGABEN,,,,14167,Berlin,Robert-W.-Kempner-Str.,2026-02-04,2026-06-16,13,False
10000-1200388188-S,Fahrer M/W/D Minijob 565 €,Berufskraftfahrer/in,Fahrdienst Christoph Reincke,True,KEINE_ANGABEN,,,,12621,Berlin,Heinrich Grüber Straße,2024-10-11,2026-08-03,12,True
12016-10004871372-S,Berufskraftfahrer/in - Stückgut Kinderspielzeug - m/w/d,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10249,Berlin,,2026-07-15,2026-07-15,2,False
12288-4889230659-S,LKW - Fahrer für regionale Tagestouren (m/w/d),Berufskraftfahrer/in,METRO Deutschland GmbH,True,KEINE_ANGABEN,,,,13599,Berlin,,2026-07-15,2026-07-22,13,False
10000-1206463363-S,Berufskraftfahrer/Berufskraftfahrerin (m/w/d) in Teilzeit,Berufskraftfahrer/in,Luminos Sports GmbH,False,KEINE_ANGABEN,,,,10969,Berlin,Prinzessinnenstr.,2026-05-08,2026-07-13,1,False
12016-10004905494-S,Kraftfahrer - Mietwäsche - Nahverkehr (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10119,Berlin,,2026-07-20,2026-07-21,3,False
10000-1205638986-S,Fahrer mit Führerschein B und höher,Fahrer/in - Personenbeförderung,Joachim Lehmann e.K. Schüler- und Behindertentr.,True,KEINE_ANGABEN,,,,14167,Berlin,Goerzallee,2026-02-26,2026-07-14,15,True
10000-1206095427-S,LKW-Fahrer (w/m/d),Berufskraftfahrer/in,B & B Recycling GmbH,True,KEINE_ANGABEN,,,,12529,Schönefeld bei Berlin,Mittenwalder Str.,2026-04-08,2026-07-01,20,False
12688-29049803-RJA-S,Berufskraftfahrer (m/w/d),Berufskraftfahrer/in,TRANSGAS Flüssiggas Transport und Logistik GmbH & Co. KG,True,KEINE_ANGABEN,,,,15366,Hoppegarten (Mark),,2026-07-01,2026-07-01,15,False
10000-1206729235-S,Kraftfahrer (m/w/d) für die Personenbeförderung gesucht!,Fahrer/in - Personenbeförderung,Nordberliner Fahrdienst GmbH & Co.Kommanditgesell.,False,KEINE_ANGABEN,,,,13403,Berlin,Großkopfstr.,2026-06-04,2026-07-16,9,True
10001-1002263167-S,Fahrer / Berufskraftfahrer (m/w/d) Minijob-Basis,Fahrer/in - Personenbeförderung,Helios Versorgung und Logistik GmbH,False,KEINE_ANGABEN,,,,13125,Berlin,Schwanebecker Chaussee,2025-12-08,2026-05-08,15,
14332-00002f2b834001-S,LKW Fahrer C/CE – Nahverkehr (m/w/d),Berufskraftfahrer/in,REMONDIS GmbH & Co. KG Region Ost Verwaltung Prützke,True,KEINE_ANGABEN,,,,12055,Berlin,Lahnstraße 31,2026-07-06,2026-07-07,5,True
10000-1206105100-S,LKW-Fahrer (m/w/d) in Voll- oder Teilzeit gesucht!,Berufskraftfahrer/in,JU-Bau Agime Godeni,True,KEINE_ANGABEN,,,,,Berlin,,2026-04-08,2026-05-01,3,False
11289-184464896-S,Berufskraftfahrer (m/w/d),Berufskraftfahrer/in,P und B aviation Berlin,True,KEINE_ANGABEN,,,,12529,Schönefeld bei Berlin,,2026-06-30,2026-07-02,15,False
10001-1003427539-S,BPA-2026-010: Kraftfahrerin / Kraftfahrer (w/m/d) am Dienstort Berlin,Fahrer/in - Personenbeförderung,Bundesverwaltungsamt,True,KEINE_ANGABEN,,,,10117,Berlin,Dorotheenstraße,2026-07-22,2026-07-22,3,
10000-1205037424-S,Kraftfahrer/in / Selbstladefahrer/in (m/w/d),Berufskraftfahrer/in,M. Hajek Straßen- und Tiefbau GmbH,True,KEINE_ANGABEN,,,,,Berlin,,2026-01-08,2026-08-03,3,
12016-10004824983-S,Berufskraftfahrer/innen - Getränkemarkt - Berlin,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10243,Berlin,,2026-07-09,2026-07-13,1,False
10001-1003175183-S,Zweiwegebagger-Fahrer,Schienenfahrzeugführer/in,ADS-Construction GmbH,,KEINE_ANGABEN,,,,15370,Fredersdorf-Vogelsdorf,Bollensdorfer Allee,2026-06-04,2026-06-04,21,
10001-1001908931-S,LKW Fahrer C / CE (m/w/d) mit Ladekran,Berufskraftfahrer/in,Unit Personalservice GmbH,True,STUNDENLOHN,,17.0,19.0,10405,Berlin,Greifswalder Straße,2025-09-29,2026-05-13,2,
14922-874260-S,Lkw Fahrer / Berufskraftfahrer Fernverkehr (m/w/d),Berufskraftfahrer/in,KKK - Spedition Kliese GmbH,True,KEINE_ANGABEN,,,,14979,Großbeeren,,2026-06-23,2026-06-23,18,False
12016-10004816059-S,Fahrer m/w/d - Spedition/Stückgut - Rollen! Transport!,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10179,Berlin,,2026-07-08,2026-07-10,1,False
10000-1202109796-S,Berufskraftfahrer (m/w/d),Berufskraftfahrer/in,TSP Trucker Service Personalleasing GmbH,True,KEINE_ANGABEN,,,,12347,Berlin,Britzer Damm,2025-04-02,2026-07-20,7,False
14087-9EYNK0WCSAE7W302-S,Kraftfahrer (m/w/d) im Nahverkehr,Berufskraftfahrer/in,Project Phoenix Personaldienstleistungen,False,KEINE_ANGABEN,,,,13347,Berlin,,2026-07-10,2026-07-10,6,False
14332-00002f2b7fc001-S,Ausbildung zum Berufskraftfahrer (m/w/d),Berufskraftfahrer/in,REMONDIS GmbH & Co. KG Region Ost Verwaltung Prützke,True,KEINE_ANGABEN,,,,12055,Berlin,Lahnstraße 31,2026-07-07,2026-09-01,5,False
12016-10004805974-S,Kraftfahrer (m/w/d) - Vollzeit - Festanstellung!,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10243,Berlin,,2026-07-07,2026-07-07,1,False
12016-10004913566-S,Kraftfahrer/innen mit Fahrerkarte in Berlin gesucht!,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10178,Berlin,,2026-07-21,2026-07-23,2,False
14332-00002f268e9001-S,LKW Fahrer im Nahverkehr (m/w/d),Berufskraftfahrer/in,REMONDIS GmbH & Co. KG Region Ost Verwaltung Prützke,True,KEINE_ANGABEN,,,,15366,Hoppegarten (Mark),Alter Feldweg 10,2025-10-13,2026-06-30,15,False
10001-1003412014-S,Rettungssanitäter / P-Schein-Fahrer mit und ohne Berufserfahrung,Rettungssanitäter/in,TKK-Krankentransport GmbH,True,STUNDENLOHN,13.9,,,12623,Berlin,Rahnsdorfer Str.,2026-07-20,2026-07-21,13,True
10001-1002183825-S,Job als LKW Fahrer Kipper (m/w/d) in Berlin,Berufskraftfahrer/in,Unit Personalservice GmbH,True,STUNDENLOHN,,18.0,19.0,10405,Berlin,,2025-11-22,2026-07-17,3,True
14385-453-2595440-26-S,Berufskraftfahrer (m/w/d) ,Berufskraftfahrer/in,ARWA Personaldienstleistungen GmbH,True,STUNDENLOHN,17.65,,,14532,Stahnsdorf,,2026-07-08,2026-08-03,22,False
10001-1001858466-S,LKW Fahrer C / CE (m/w/d) mit Ladekran,Berufskraftfahrer/in,Unit Personalservice GmbH,True,STUNDENLOHN,,18.5,19.0,10405,Berlin,,2025-09-17,2026-07-20,3,True
12016-10004871367-S,Berufskraftfahrer/in Arbeitsbühnen/Baustellenzubehör VZm/w/d,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10179,Berlin,,2026-07-15,2026-07-15,1,False
14332-00002f285e2001-S,LKW Fahrer C/CE (m/w/d),Berufskraftfahrer/in,REMONDIS GmbH & Co. KG Region Ost Verwaltung Prützke,True,KEINE_ANGABEN,,,,13053,Berlin,Grenzgrabenstraße 11,2026-01-26,2026-07-19,7,False
12016-10004883178-S,Kraftfahrer - Container (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-16,2026-07-20,7,False
12016-10004905579-S,Fahrer (m/w/d) Belieferung von Baustellzäunen Vollzeitstelle,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,13357,Berlin,,2026-07-20,2026-07-20,5,False
12016-10004883179-S,Berufskraftfahrer - Baustofftransport (m/w/d)!,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,13357,Berlin,,2026-07-16,2026-07-20,5,False
12016-10004757032-S,Fahrer gesucht! Vollzeit / Teilzeit (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.0,,,10587,Berlin,,2026-06-30,2026-07-04,7,False
12951-c3456bb7-83a6-40e3--S,LKW-Fahrer / Kraftfahrer als Rangierer (m/w/d) – Nachtschicht,Berufskraftfahrer/in,Hermes Schnellverkehr Gebr. Rieck GmbH & Co. KG,True,KEINE_ANGABEN,,,,14979,Großbeeren,Feldstraße 1,2026-07-17,2026-07-17,18,False
16334-egqi60wuhp0ptrbx6i-S,Fahrer / Kurier (m/w/d) - gerne Quereinsteiger,Verkaufsfahrer/in,flaschenpost SE,False,KEINE_ANGABEN,,,,10589,Berlin,,2026-07-19,2026-07-20,8,False
10001-1003285008-S,LKW-Fahrer (m/w/d) für den Berliner Nahverkehr gesucht,Berufskraftfahrer/in,ACCURAT Gesellschaft für Personaldienstleistungen mbH,True,STUNDENLOHN,,18.0,20.0,12055,Berlin,,2026-06-25,2026-06-25,5,
10001-1001614615-S,LKW-Fahrer / Fernverkehr / Schubboden,Berufskraftfahrer/in,RÖFA - Die Logistiker GmbH,True,KEINE_ANGABEN,,,,12681,Berlin,Rhinstr.,2025-07-23,2026-06-30,7,
12016-10004893544-S,"Fahrer - 16,79 €/h! m/w/d (Gerüstbau)",Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,14.5,,,10587,Berlin,,2026-07-17,2026-07-21,7,False
10000-1197587366-S,LKW Fahrer CE m/w/d (Ladekranführer),Berufskraftfahrer/in,eps GmbH,True,KEINE_ANGABEN,,,,10365,Berlin,,2024-01-23,2026-07-09,5,False
10000-1204844261-S,Fahrer im Werttransport (m/w/d/kA),Sicherheitsmitarbeiter/in,Ferrari Logistics Germany GmbH,True,JAHRESGEHALT,,41500.0,44000.0,,Berlin,,2025-12-15,2026-06-29,3,
12016-10004848235-S,Fahrer für Pflanzen - unbefristet (m/w/d) C / CE,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12059,Berlin,,2026-07-13,2026-07-16,4,False
13635-00560131_JB5199233-S,LKW-Fahrer / Kraftfahrer als Rangierer (m/w/d) – Nachtschicht,Berufskraftfahrer/in,Rieck Logistik-Gruppe,True,KEINE_ANGABEN,,,,14979,Großbeeren,,2026-07-16,2026-07-16,18,False
12016-10004893462-S,Berufskraftfahrer/in - Kraftfahrer - Lebensmittel,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-17,2026-07-18,7,False
10001-1001509625-S,Berufskraftfahrer (m/w/d),Berufskraftfahrer/in,TimePartner Personalmanagement GmbH,True,KEINE_ANGABEN,,,,12209,Berlin,,2025-06-17,2026-07-16,12,
20569-2284719-S,Fahrer (w/m/d) im Geld- und Werttransport,Sicherheitsmitarbeiter/in,ZIEMANN CASHSERVICE GmbH,True,STUNDENLOHN,20.06,,,12681,Berlin,Marzahner Chaussee 227,2026-06-25,2026-08-03,8,False
12016-10004923670-S,Kraftfahrer/in für Berliner Transportunternehmen,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10829,Berlin,,2026-07-22,2026-07-25,6,False
12016-10004913493-S,Berufskraftfahrer/in Abwasserentsorgung / Baugruben m/w/d,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,13347,Berlin,,2026-07-21,2026-07-24,6,False
12016-10004797302-S,Berufskraftfahrer - Abfallwirtschaft -  Vollzeit (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10249,Berlin,,2026-07-06,2026-07-10,2,False
12016-10004858882-S,Kraftfahrer - Tankwagen / Milchsammelwagen (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10407,Berlin,,2026-07-14,2026-07-17,3,False
12016-10004805967-S,Kraftfahrer (m/w/d) mit Teamgeist in VZ,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10178,Berlin,,2026-07-07,2026-07-09,2,False
10000-1202549678-S,Kraftfahrer/in  (m/w/d),Berufskraftfahrer/in,"RWG I/ Schicht Baustoffaufb.,Logistik + Ents. GmbH",True,KEINE_ANGABEN,,,,13597,Berlin,Wiesendamm,2025-05-19,2026-08-01,13,
14343-2300082-S,Kraftfahrer (m/w/d) Containerbereich,Berufskraftfahrer/in,Toi Toi & Dixi Sanitärsysteme GmbH,True,KEINE_ANGABEN,,,,14624,Dallgow-Döberitz,Artilleriepark 4,2026-07-22,2026-07-22,25,False
10001-1003350475-S,Berufskraftfahrer (m/w/d),Kraftfahrzeugführer/in - Ver- und Entsorgung,ALBA plc & Co. KG,True,JAHRESGEHALT,,36627.0,38312.0,13407,Berlin,,2026-07-08,2026-07-08,8,
10001-1003017130-S,Berufskraftfahrer LIN-Service im Nahverkehr (m/w/d) in Berlin,Berufskraftfahrer/in,HOYER GmbH Internationale Fachspedition,True,KEINE_ANGABEN,,,,,Berlin,,2026-05-04,2026-07-13,3,
12016-10004893459-S,Berufskraftfahrer (m/w/d) - Kommunale Abfallwirtschaft,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12059,Berlin,,2026-07-17,2026-07-19,4,False
10001-1002352521-S,LKW Fahrer (m/w/d) für Betonmischer Vollzeit Berlin,Betonmischerfahrer/in,Unit Personalservice GmbH,True,STUNDENLOHN,,18.0,20.0,10405,Berlin,,2026-01-12,2026-05-13,3,True
12016-10004923673-S,Berufskraftfahrer - Baustoffe / Baumaschinen m/w/d,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-22,2026-07-26,7,False
12016-10004923621-S,Kraftfahrer - Mietwäsche - Hotel (m/w/d),Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-22,2026-07-23,7,False
10000-1204891812-S,Berufskraftfahrer (m/w/d),Berufskraftfahrer/in,P-LOG Plus Logistik- und Dienstleistungs gesellschaft mbH,True,KEINE_ANGABEN,,,,13127,Berlin,Arkenberger Damm,2025-12-17,2026-07-14,14,
10000-1206754604-S,Lkw-Fahrer (m/w/d) +++übertariflicher Lohn und Sonderleistungen+++,Berufskraftfahrer/in,Slea-Tec GmbH,True,KEINE_ANGABEN,,,,12055,Berlin,Niemetzstr.,2026-06-08,2026-07-16,5,False
10001-1002346437-S,LKW Fahrer (m/w/d) für Betonmischer Vollzeit Berlin,Betonmischerfahrer/in,Unit Personalservice GmbH,True,STUNDENLOHN,,18.0,20.0,10405,Berlin,,2025-12-29,2026-05-13,3,True
10001-1002226720-S,LKW Fahrer (m/w/d) für Betonmischer Vollzeit Berlin,Berufskraftfahrer/in,Unit Personalservice GmbH,True,STUNDENLOHN,,18.0,20.0,10405,Berlin,,2025-12-05,2026-06-24,3,True
10001-1002226689-S,LKW Fahrer (m/w/d) für Betonmischer Vollzeit Berlin,Berufskraftfahrer/in,Unit Personalservice GmbH,True,STUNDENLOHN,,18.0,21.0,10405,Berlin,,2025-12-03,2026-07-17,3,True
10001-1002226626-S,LKW Fahrer (m/w/d) für Betonmischer Vollzeit Berlin,Berufskraftfahrer/in,Unit Personalservice GmbH,True,STUNDENLOHN,,18.0,20.0,10405,Berlin,,2025-11-28,2026-06-24,3,True
10001-1002183739-S,LKW Fahrer (m/w/d) für Betonmischer Vollzeit Berlin,Berufskraftfahrer/in,Unit Personalservice GmbH,True,STUNDENLOHN,,18.0,20.0,10405,Berlin,,2025-11-20,2026-06-24,3,True
12016-10004790380-S,Berufskraftfahrer m/w/d für die Arbeit im Eventmanagement,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10178,Berlin,,2026-07-04,2026-07-08,2,False
10001-1002026036-S,LKW Fahrer (m/w/d) für Betonmischer Vollzeit Berlin,Berufskraftfahrer/in,Unit Personalservice GmbH,True,STUNDENLOHN,,18.0,20.0,10405,Berlin,,2025-10-21,2026-06-24,3,True
10001-1001990357-S,LKW Fahrer (m/w/d) für Betonmischer Vollzeit Berlin,Berufskraftfahrer/in,Unit Personalservice GmbH,True,STUNDENLOHN,,18.0,19.0,10405,Berlin,,2025-10-17,2026-07-17,3,True
10001-1001990353-S,LKW Fahrer (m/w/d) für Betonmischer Vollzeit Berlin,Berufskraftfahrer/in,Unit Personalservice GmbH,True,STUNDENLOHN,,18.0,19.0,10405,Berlin,,2025-10-14,2026-06-24,3,True
18279-44-4199-7a64b-S,Kraftfahrer (m/w/d),Berufskraftfahrer/in,Netto Marken-Discount Stiftung & Co. KG,True,KEINE_ANGABEN,,,,13127,Berlin,Arkenberger Damm 1,2025-05-19,2026-06-19,14,False
12016-10004825083-S,Fahrer (m/w/d) Softgetränken in Berlin-Mitte,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-09,2026-07-09,7,False
12016-10004765979-S,Paketzustellung: Fahrer und Fahrerinnen gesucht!,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10789,Berlin,,2026-07-01,2026-07-03,6,False
12951-8ef7a10f-a3ce-4449--S,Umlagerungsfahrer / LKW-Fahrer / Berufskraftfahrer im Nahverkehr (m/w/d),Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),XXXLutz Deutschland,False,KEINE_ANGABEN,,,,10117,Berlin,bockstrabe 45,2026-05-22,2026-07-13,2,False
12016-10004757045-S,C + CE Fahrer - Straßenreinigung - unbefristet m/w/d,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10317,Berlin,,2026-06-30,2026-07-01,5,False
12016-10004913546-S,Berufskraftfahrer/in - Paketzustellung - Vollzeit *,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,12051,Berlin,,2026-07-21,2026-07-24,5,False
10001-1003351555-S,Berufskraftfahrer/ LKW-Fahrer (m/w/d) CE,Kraftfahrzeugführer/in - Ver- und Entsorgung,ALBA plc & Co. KG,,JAHRESGEHALT,,37200.0,39200.0,13407,Berlin,,2026-07-08,2026-07-08,8,
12016-10004816056-S,Zusteller / Fahrer - Montag bis Freitag m/w/d,Berufskraftfahrer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-08,2026-07-12,7,False
12032-R622C1261-S,LKW-Fahrer – Umzüge leicht gemacht! (m/w/d),Berufskraftfahrer/in,DIEPA GmbH Filiale Berlin Südost,True,KEINE_ANGABEN,,,,13088,Berlin,,2026-06-27,2026-06-27,6,False
10001-1001959514-S,Kraftfahrer (m/w),Berufskraftfahrer/in,Recon-T Recycling-Energy- Consulting-Trading GmbH,True,KEINE_ANGABEN,,,,10365,Berlin,Buchberger Str. 30,2025-10-08,2026-05-21,4,
12016-10004773890-S,Fahrer - Paketauslieferung und -zustellung,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10587,Berlin,,2026-07-02,2026-07-05,7,False
10000-1205573158-S,LKW-Fahrer (m/w/d) mit Lagertätigkeiten gesucht,Berufskraftfahrer/in,Neubauer Holzfachmarkt GmbH,True,KEINE_ANGABEN,,,,12107,Berlin,Mariendorfer Damm,2026-02-20,2026-07-15,9,False
12016-10004834240-S,LKW - Fahrer (m/w/d) Transport von Skimode,Auslieferungsfahrer/in (nicht Verkaufsfahrer/in),PerZukunft Arbeitsvermittlung GmbH&Co.KG,True,STUNDENLOHN,13.9,,,10965,Berlin,,2026-07-10,2026-07-10,4,False
